   298.15   4665.000000
   381.04   4648.421053
   463.94   4631.842105
   546.83   4615.263158
   629.73   4598.684211
   712.62   4582.105263
   795.52   4565.526316
   878.41   4548.947368
   961.31   4532.368421
  1044.20   4515.789474
  1127.10   4499.210526
  1209.99   4482.631579
  1292.89   4466.052632
  1375.78   4449.473684
  1458.68   4432.894732
  1541.57   4416.315711
  1624.47   4399.735765
  1707.36   4383.144919
  1790.26   4366.440088
  1873.15   4348.666051
  1874.15   4348.430004
  1882.80   4346.344928
  1891.46   4344.170549
  1900.11   4341.885009
  1908.76   4339.461275
  1917.42   4336.865973
  1926.07   4334.057967
  1934.72   4330.986660
  1943.37   4327.589952
  1952.03   4323.791811
  1960.68   4319.499423
  1969.33   4314.599859
  1977.99   4308.956263
  1986.64   4302.403564
  1995.29   4294.743781
  2003.95   4285.741110
  2012.60   4276.847699
  2021.25   4266.007586
  2029.91   4252.845748
  2038.56   4236.937376
  2047.21   4217.812220
  2055.86   4194.965770
  2064.52   4167.880405
  2073.17   4136.060151
  2081.82   4099.082919
  2090.48   4056.673348
  2099.13   4008.796984
  2107.78   3955.771574
  2116.44   3898.382771
  2125.09   3837.979602
  2133.74   3776.511336
  2142.39   3716.457412
  2151.05   3660.605645
  2159.70   3611.663460
  2168.35   3571.750162
  2177.01   3541.903736
  2185.66   3521.800333
  2194.31   3509.861027
  2202.97   3503.766556
  2211.62   3501.172903
  2220.27   3500.285438
  2228.93   3500.051597
  2237.58   3500.006518
  2246.23   3500.000535
  2254.88   3500.000026
  2263.54   3500.000001
  2272.19   3500.000000
  2280.84   3500.000000
  2289.50   3500.000000
  2298.15   3500.000000
