   298.15   1.429082e-05
   381.04   1.434179e-05
   463.94   1.439312e-05
   546.83   1.444482e-05
   629.73   1.449690e-05
   712.62   1.454935e-05
   795.52   1.460219e-05
   878.41   1.465541e-05
   961.31   1.470901e-05
  1044.20   1.476302e-05
  1127.10   1.481741e-05
  1209.99   1.487222e-05
  1292.89   1.492741e-05
  1375.78   1.498311e-05
  1458.68   1.503884e-05
  1541.57   1.509667e-05
  1624.47   1.515107e-05
  1707.36   1.524957e-05
  1790.26   1.549022e-05
  1873.15   1.806209e-05
  1874.15   1.812849e-05
  1882.80   1.884755e-05
  1891.46   1.973819e-05
  1900.11   2.084647e-05
  1908.76   2.222261e-05
  1917.42   2.392987e-05
  1926.07   2.604541e-05
  1934.72   2.866298e-05
  1943.37   3.189873e-05
  1952.03   3.588580e-05
  1960.68   4.081371e-05
  1969.33   4.680286e-05
  1977.99   5.439691e-05
  1986.64   6.274778e-05
  1995.29   7.642396e-05
  2003.95   7.997733e-05
  2012.60   8.625731e-05
  2021.25   1.083274e-04
  2029.91   1.308298e-04
  2038.56   1.585596e-04
  2047.21   1.908712e-04
  2055.86   2.284761e-04
  2064.52   2.714964e-04
  2073.17   3.198167e-04
  2081.82   3.727574e-04
  2090.48   4.288693e-04
  2099.13   4.856552e-04
  2107.78   5.393291e-04
  2116.44   5.847011e-04
  2125.09   6.153585e-04
  2133.74   6.243532e-04
  2142.39   6.055758e-04
  2151.05   5.557819e-04
  2159.70   4.767975e-04
  2168.35   3.768598e-04
  2177.01   2.698059e-04
  2185.66   1.714885e-04
  2194.31   9.448507e-05
  2202.97   4.384595e-05
  2211.62   1.654265e-05
  2220.27   4.856282e-06
  2228.93   1.049341e-06
  2237.58   1.555396e-07
  2246.23   1.450774e-08
  2254.88   1.000000e-08
  2263.54   1.000000e-08
  2272.19   1.000000e-08
  2280.84   1.000000e-08
  2289.50   1.000000e-08
  2298.15   1.000000e-08
